k,timestamp,PV_level (cm),PV_flow (VDC),dPVflow,dt,Q_FT (lt/min)
515,62.40220665931702,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
516,62.50892186164856,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
517,62.628602743148804,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
518,62.74628806114197,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
519,62.87294816970825,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
520,63.00359916687012,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
521,63.1541953086853,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
522,63.285847663879395,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
523,63.3975465297699,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
524,63.528196573257446,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
525,63.654857873916626,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
526,63.77753019332886,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
527,63.9031937122345,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
528,64.01689052581787,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
529,64.1525285243988,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
530,64.28419303894043,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
531,64.40488600730896,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
532,64.53949308395386,4.809177608381744,-0.00015259021896696368,0.0,1678379619.6138005,-7.143337150995783e-14
